course_id,branch,track,course_title,difficulty_level,provider,format,description,skills_taught,tools_covered,prerequisite_course_title,estimated_hours,rating,num_reviews,career_paths,industry_sectors
ENV-0068,Environmental Engineering,Climate Change Engineering,Advanced Climate Change Engineering,Advanced,FutureLearn,Instructor-led Live,"This advanced course covers complex, industry-relevant topics in Climate Change Engineering, including optimization techniques, edge cases, and current best practices used in Environmental Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",environmental impact assessment; waste management planning; sustainability reporting; water quality analysis,autocad civil 3d; epanet; arcgis,Applied Climate Change Engineering,47,4.5,4028,EHS specialist; sustainability consultant; environmental engineer,government; utilities
MEC-0139,Mechanical Engineering,Mechatronics,Advanced Mechatronics,Advanced,Udemy,Interactive Lab,"This advanced course covers complex, industry-relevant topics in Mechatronics, including optimization techniques, edge cases, and current best practices used in Mechanical Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",cad modeling; autocad; fea simulation; cnc programming,autocad; fusion 360; ansys,Applied Mechatronics,42,4.7,3708,robotics engineer; quality engineer; mechanical design engineer,automotive; manufacturing
MEC-0108,Mechanical Engineering,Additive Manufacturing,Advanced Additive Manufacturing,Advanced,FutureLearn,Self-paced Reading,"This advanced course covers complex, industry-relevant topics in Additive Manufacturing, including optimization techniques, edge cases, and current best practices used in Mechanical Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",autocad; ansys; cad modeling; thermodynamic analysis,matlab; ansys; abaqus,Applied Additive Manufacturing,51,4.2,1748,quality engineer; product design engineer; automotive engineer,consumer goods; aerospace
PET-0167,Petroleum Engineering,Unconventional Resources,Advanced Unconventional Resources,Advanced,Udacity,Interactive Lab,"This advanced course covers complex, industry-relevant topics in Unconventional Resources, including optimization techniques, edge cases, and current best practices used in Petroleum Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",reservoir simulation; well log interpretation; petroleum economics; drilling engineering analysis,autocad; petrel; prosper,Applied Unconventional Resources,54,3.6,2064,reservoir engineer; hse engineer; production engineer,engineering consulting; energy
ECE-0150,Electronics & Communication Engineering,Digital Signal Processing,Digital Signal Processing Capstone Project,Capstone,Udacity,Self-paced Reading,"A project-based capstone course where learners apply everything covered across the Digital Signal Processing track to design, build, and document a complete engineering solution. Learners work through the full problem-solving lifecycle from requirements to a final deliverable, suitable for a portfolio.",signal processing; embedded c; circuit design; vhdl,matlab; altium designer; raspberry pi,Advanced Digital Signal Processing,16,4.0,5459,rf engineer; iot developer; vlsi design engineer,defense; consumer electronics
CSE-0116,Computer Science Engineering,Natural Language Processing,Applied Natural Language Processing,Intermediate,LinkedIn Learning,Video Course,"Building on foundational knowledge, this course goes deeper into Natural Language Processing, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Natural Language Processing concepts to realistic scenarios.",c++; kubernetes; algorithms; sql,gcp; tensorflow; github,Introduction to Natural Language Processing,40,4.0,1009,data scientist; security analyst; systems architect,e-commerce; healthcare
AER-0094,Aerospace Engineering,Rocket Propulsion,Applied Rocket Propulsion,Intermediate,edX,Video Course,"Building on foundational knowledge, this course goes deeper into Rocket Propulsion, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Rocket Propulsion concepts to realistic scenarios.",cad modeling; cfd analysis; orbital mechanics calculations; matlab,stk; star-ccm+; ansys fluent,Introduction to Rocket Propulsion,29,4.9,5906,spacecraft systems engineer; cfd analyst; aerospace design engineer,defense; space technology
CSE-0016,Computer Science Engineering,Machine Learning,Applied Machine Learning,Intermediate,edX,Video Course,"Building on foundational knowledge, this course goes deeper into Machine Learning, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Machine Learning concepts to realistic scenarios.",git; java; algorithms; system design,github; vscode; pytorch,Introduction to Machine Learning,35,4.3,3365,software engineer; systems architect; backend developer,finance; e-commerce
ENV-0116,Environmental Engineering,Green Building Design,Applied Green Building Design,Intermediate,FutureLearn,Interactive Lab,"Building on foundational knowledge, this course goes deeper into Green Building Design, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Green Building Design concepts to realistic scenarios.",waste management planning; sustainability reporting; water quality analysis; environmental impact assessment,matlab; autocad civil 3d; surfer,Introduction to Green Building Design,20,4.7,2972,sustainability consultant; environmental engineer; EHS specialist,government; utilities
BME-0005,Biomedical Engineering,Biomechanics,Applied Biomechanics,Intermediate,Coursera,Interactive Lab,"Building on foundational knowledge, this course goes deeper into Biomechanics, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Biomechanics concepts to realistic scenarios.",matlab; biomechanics analysis; biomedical signal processing; medical device design,python; labview; ansys,Introduction to Biomechanics,39,3.7,1400,regulatory affairs specialist; clinical engineer; rehabilitation engineer,research institutes; pharmaceutical
IPE-0014,Industrial and Production Engineering,Supply Chain Management,Applied Supply Chain Management,Intermediate,Coursera,Blended (Video + Project),"Building on foundational knowledge, this course goes deeper into Supply Chain Management, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Supply Chain Management concepts to realistic scenarios.",erp systems; six sigma; operations research; simulation modeling,sap; excel; minitab,Introduction to Supply Chain Management,20,4.1,2122,supply chain analyst; operations manager; quality engineer,automotive; consumer goods
